ship_id,hour,avg_engine_rpm,max_engine_rpm,avg_coolant_temp,max_coolant_temp,stddev_coolant_temp,avg_vibration,max_vibration,avg_fuel_flow,avg_hvac_pressure,anomaly_events,anomaly_rate,label
MSC-BELLISSIMA,2026-06-06 12:27:10.520848,1798.4653665619276,1875.926704929627,93.81,95.71,0.963,2.058,2.498,12.441,4.189,1,1.0,1
MSC-BELLISSIMA,2026-06-06 13:27:10.520848,1793.492351673448,1809.882460607294,97.81,100.38,0.503,2.342,2.651,12.099,4.405,1,1.0,1
MSC-BELLISSIMA,2026-06-06 14:27:10.520848,1728.6060007509104,1771.332933537405,78.2,79.28,1.049,0.887,1.271,12.567,4.139,0,0.0,0
MSC-BELLISSIMA,2026-06-06 15:27:10.520848,1794.9273387077749,1881.4070184683515,78.38,79.49,0.683,0.781,1.154,12.503,4.262,0,0.0,0
MSC-BELLISSIMA,2026-06-06 16:27:10.520848,1803.8192947553127,1869.840111881781,80.22,84.15,0.709,0.726,1.21,12.32,4.358,0,0.0,0
MSC-BELLISSIMA,2026-06-06 17:27:10.520848,1794.8834744903902,1832.6138990310417,80.14,82.71,1.066,0.914,1.222,12.345,4.304,0,0.0,0
MSC-BELLISSIMA,2026-06-06 18:27:10.520848,1782.0638963052122,1885.080641115636,77.69,80.33,2.086,0.799,0.967,12.387,4.124,0,0.0,0
MSC-BELLISSIMA,2026-06-06 19:27:10.520848,1812.8346771573297,1782.1043380596143,78.54,82.34,0.882,0.872,1.193,12.588,4.242,0,0.0,0
MSC-BELLISSIMA,2026-06-06 20:27:10.520848,1791.794479903498,1882.4277593675504,78.78,80.96,1.435,0.8,1.288,12.702,4.305,0,0.0,0
MSC-BELLISSIMA,2026-06-06 21:27:10.520848,1828.4760222878435,1839.1116517635548,78.72,80.33,0.738,0.754,1.106,12.191,4.251,0,0.0,0
MSC-BELLISSIMA,2026-06-06 22:27:10.520848,1791.09089108582,1847.600619291058,79.01,82.37,1.097,0.793,1.182,12.272,4.07,0,0.0,0
MSC-BELLISSIMA,2026-06-06 23:27:10.520848,1854.4263095209617,1879.0792600119519,78.44,81.02,1.416,0.775,1.178,12.699,4.267,0,0.0,0
MSC-BELLISSIMA,2026-06-07 00:27:10.520848,1815.8015384896914,1876.7566659018353,77.58,79.59,1.374,0.756,0.889,12.422,4.179,0,0.0,0
MSC-BELLISSIMA,2026-06-07 01:27:10.520848,1789.722812172917,1890.9680140203254,78.16,79.24,1.244,0.764,1.219,12.658,4.246,0,0.0,0
MSC-BELLISSIMA,2026-06-07 02:27:10.520848,1782.9404413485652,1879.7884385417838,78.59,80.54,0.497,0.813,0.991,12.683,4.304,0,0.0,0
MSC-BELLISSIMA,2026-06-07 03:27:10.520848,1832.3808322042296,1858.1580304552335,79.01,82.67,1.102,0.746,0.855,12.566,4.3,0,0.0,0
MSC-BELLISSIMA,2026-06-07 04:27:10.520848,1779.8269219411527,1829.4843434320387,76.87,80.37,1.783,0.863,1.188,12.546,4.264,0,0.0,0
MSC-BELLISSIMA,2026-06-07 05:27:10.520848,1845.0453915101261,1823.695602917951,77.04,78.67,1.023,0.816,1.006,13.023,4.264,0,0.0,0
MSC-BELLISSIMA,2026-06-07 06:27:10.520848,1813.640513782612,1871.528036713693,75.89,77.04,1.294,0.816,0.98,12.741,4.349,0,0.0,0
MSC-BELLISSIMA,2026-06-07 07:27:10.520848,1802.254842158841,1830.4830658005426,78.54,82.48,1.013,0.823,1.308,12.575,4.257,0,0.0,0
MSC-BELLISSIMA,2026-06-07 08:27:10.520848,1818.357930601438,1839.2824100051544,78.26,80.21,1.006,0.865,1.043,12.84,3.939,0,0.0,0
MSC-BELLISSIMA,2026-06-07 09:27:10.520848,1789.1193786295632,1815.371577741941,82.91,83.95,1.0,1.271,1.421,12.226,4.113,0,0.0,0
MSC-BELLISSIMA,2026-06-07 10:27:10.520848,1808.974232324708,1861.7041995436102,85.64,88.71,1.162,1.48,1.584,12.913,4.092,0,0.0,0
MSC-BELLISSIMA,2026-06-07 11:27:10.520848,1763.8580037670554,1855.4875810387862,88.37,91.56,0.935,1.681,1.955,12.5,4.353,1,1.0,1
MSC-BELLISSIMA,2026-06-07 12:27:10.520848,1808.5345084707706,1862.9497714557267,90.98,94.03,0.942,1.936,2.427,12.58,4.324,1,1.0,1
MSC-BELLISSIMA,2026-06-07 13:27:10.520848,1774.241196838811,1900.5824195026087,94.44,96.19,0.887,2.117,2.347,12.869,4.374,1,1.0,1
MSC-BELLISSIMA,2026-06-07 14:27:10.520848,1763.5131401892033,1834.180651612347,94.19,97.49,1.159,2.349,2.773,12.147,4.192,1,1.0,1
MSC-BELLISSIMA,2026-06-07 15:27:10.520848,1792.3867577927028,1827.380471217478,78.85,79.99,1.364,0.807,1.225,12.856,4.089,0,0.0,0
MSC-BELLISSIMA,2026-06-07 16:27:10.520848,1786.300409329986,1826.57501736947,77.95,79.07,0.877,0.805,0.963,12.214,4.347,0,0.0,0
MSC-BELLISSIMA,2026-06-07 17:27:10.520848,1821.6457422798444,1890.1158264325077,78.07,79.59,1.126,0.842,1.017,12.459,4.159,0,0.0,0
MSC-BELLISSIMA,2026-06-07 18:27:10.520848,1756.8462204647024,1874.959610834133,80.42,82.23,1.523,0.79,0.934,12.169,4.187,0,0.0,0
MSC-BELLISSIMA,2026-06-07 19:27:10.520848,1774.2003701042456,1818.2271269337273,78.71,82.3,0.933,0.901,1.098,12.857,4.217,0,0.0,0
MSC-BELLISSIMA,2026-06-07 20:27:10.520848,1791.2683629651426,1847.7701203520082,80.12,82.28,1.18,0.777,1.272,12.182,3.971,0,0.0,0
MSC-BELLISSIMA,2026-06-07 21:27:10.520848,1752.3596703658286,1880.9647800880489,78.67,79.85,1.046,0.831,1.307,12.589,4.267,0,0.0,0
MSC-BELLISSIMA,2026-06-07 22:27:10.520848,1769.3783727913171,1873.3777043672646,85.68,89.03,0.662,1.505,1.95,12.51,4.277,0,0.0,0
MSC-BELLISSIMA,2026-06-07 23:27:10.520848,1794.3270796057038,1813.6788258252498,85.32,88.85,1.483,1.661,1.888,12.302,4.225,0,0.0,0
MSC-BELLISSIMA,2026-06-08 00:27:10.520848,1788.402010639164,1829.904205612901,91.53,94.59,1.36,1.893,2.119,12.265,4.176,1,1.0,1
MSC-BELLISSIMA,2026-06-08 01:27:10.520848,1772.1874401026464,1816.6453153719367,93.0,94.76,0.729,2.184,2.453,11.929,4.314,1,1.0,1
MSC-BELLISSIMA,2026-06-08 02:27:10.520848,1811.852438576013,1830.0455790183412,95.6,98.96,0.971,2.388,2.645,12.86,4.053,1,1.0,1
MSC-BELLISSIMA,2026-06-08 03:27:10.520848,1757.3626840377399,1878.0914276785118,79.29,82.74,1.219,0.775,0.919,12.295,4.144,0,0.0,0
MSC-BELLISSIMA,2026-06-08 04:27:10.520848,1800.8848419216245,1872.696247709655,76.94,78.68,0.651,0.711,0.879,12.837,3.994,0,0.0,0
MSC-BELLISSIMA,2026-06-08 05:27:10.520848,1831.9516541110966,1821.080277670464,78.11,81.1,0.869,0.855,1.114,12.201,4.183,0,0.0,0
MSC-BELLISSIMA,2026-06-08 06:27:10.520848,1820.3136659935637,1805.5685244140054,77.99,80.96,1.022,0.735,1.143,12.264,4.352,0,0.0,0
MSC-BELLISSIMA,2026-06-08 07:27:10.520848,1859.1142118478863,1857.8880840211573,80.17,81.64,0.859,0.805,1.224,12.475,4.188,0,0.0,0
MSC-BELLISSIMA,2026-06-08 08:27:10.520848,1812.3178987363967,1800.0897907627193,78.3,80.15,0.919,0.762,0.988,12.318,4.245,0,0.0,0
MSC-BELLISSIMA,2026-06-08 09:27:10.520848,1802.7708201400665,1891.456357510605,77.88,79.37,1.132,0.78,1.173,12.71,4.166,0,0.0,0
MSC-BELLISSIMA,2026-06-08 10:27:10.520848,1785.0983940232884,1883.7210341197226,78.29,79.67,0.817,0.792,1.081,12.561,4.12,0,0.0,0
MSC-BELLISSIMA,2026-06-08 11:27:10.520848,1801.1647785767582,1874.2756527917948,79.34,82.25,1.008,0.735,1.216,12.456,4.118,0,0.0,0
MSC-BELLISSIMA,2026-06-08 12:27:10.520848,1819.9844793171842,1884.1503097207476,79.79,82.73,1.027,0.816,0.955,12.162,4.15,0,0.0,0
MSC-BELLISSIMA,2026-06-08 13:27:10.520848,1804.9207165082962,1837.3592396010542,79.46,81.28,1.196,0.756,1.154,12.421,3.989,0,0.0,0
MSC-BELLISSIMA,2026-06-08 14:27:10.520848,1799.2797677994279,1819.9460032203915,79.53,82.45,1.953,0.84,1.27,12.616,4.233,0,0.0,0
MSC-BELLISSIMA,2026-06-08 15:27:10.520848,1777.3492141705933,1854.0339082108485,78.63,80.46,1.219,0.896,1.27,11.585,4.086,0,0.0,0
MSC-BELLISSIMA,2026-06-08 16:27:10.520848,1830.49831146055,1831.4513712464243,79.83,81.65,0.915,0.807,1.287,12.249,4.016,0,0.0,0
MSC-BELLISSIMA,2026-06-08 17:27:10.520848,1805.9184566937163,1844.3108185873828,86.63,88.89,0.926,1.637,2.135,12.809,4.313,1,1.0,1
MSC-BELLISSIMA,2026-06-08 18:27:10.520848,1805.6399660720706,1868.213373045167,90.94,92.56,1.215,1.921,2.363,12.697,4.188,1,1.0,1
MSC-BELLISSIMA,2026-06-08 19:27:10.520848,1819.8224294390166,1851.2762263062632,92.77,95.78,0.899,2.131,2.334,13.033,4.164,1,1.0,1
MSC-BELLISSIMA,2026-06-08 20:27:10.520848,1811.714391163454,1898.6232624682784,95.73,98.65,1.142,2.37,2.598,12.64,4.132,1,1.0,1
MSC-BELLISSIMA,2026-06-08 21:27:10.520848,1798.2928598293859,1844.1607011319559,76.29,77.72,0.546,0.834,1.077,12.998,4.29,0,0.0,0
MSC-BELLISSIMA,2026-06-08 22:27:10.520848,1807.690867654744,1878.597971502567,79.74,81.15,0.705,0.868,1.131,12.682,4.228,0,0.0,0
MSC-BELLISSIMA,2026-06-08 23:27:10.520848,1816.2455855718483,1828.3764902578462,76.84,79.92,0.999,0.782,1.188,12.928,4.192,0,0.0,0
MSC-BELLISSIMA,2026-06-09 00:27:10.520848,1787.6820407912862,1859.2411499051843,78.48,81.54,1.042,0.826,1.13,12.801,4.202,0,0.0,0
MSC-BELLISSIMA,2026-06-09 01:27:10.520848,1765.1844273711245,1843.2836436195923,83.11,86.61,1.375,1.367,1.853,12.73,4.237,0,0.0,0
MSC-BELLISSIMA,2026-06-09 02:27:10.520848,1788.067951074855,1826.465358893291,87.01,90.04,0.866,1.654,2.085,12.355,4.231,1,1.0,1
MSC-BELLISSIMA,2026-06-09 03:27:10.520848,1782.6911694056107,1828.9400743918375,87.48,91.23,1.174,1.971,2.454,12.208,4.075,1,1.0,1
MSC-BELLISSIMA,2026-06-09 04:27:10.520848,1842.7144091965588,1832.4878399323359,93.45,94.59,1.075,2.064,2.336,12.025,4.156,1,1.0,1
MSC-BELLISSIMA,2026-06-09 05:27:10.520848,1801.6516086937202,1915.8332453204555,97.12,100.61,1.011,2.357,2.771,12.611,4.294,1,1.0,1
MSC-BELLISSIMA,2026-06-09 06:27:10.520848,1808.6715531696336,1807.9359090302148,77.77,81.66,1.254,0.848,1.008,12.508,4.198,0,0.0,0
MSC-BELLISSIMA,2026-06-09 07:27:10.520848,1830.069951780924,1886.012226523009,78.82,81.05,1.097,0.765,1.069,12.499,4.13,0,0.0,0
MSC-BELLISSIMA,2026-06-09 08:27:10.520848,1821.8668597326387,1787.7724326430553,79.24,82.02,0.916,0.737,0.931,12.372,4.288,0,0.0,0
MSC-BELLISSIMA,2026-06-09 09:27:10.520848,1807.0080094177574,1861.2090118582762,78.23,82.15,0.76,0.853,1.318,12.29,4.208,0,0.0,0
MSC-BELLISSIMA,2026-06-09 10:27:10.520848,1805.2602930859061,1851.0164170258968,79.31,81.8,1.26,0.877,1.034,12.425,4.216,0,0.0,0
MSC-BELLISSIMA,2026-06-09 11:27:10.520848,1795.596230379829,1884.5586275502374,78.11,80.8,1.001,0.792,0.972,12.629,4.283,0,0.0,0
MSC-BELLISSIMA,2026-06-09 12:27:10.520848,1800.6487720643934,1932.4711044988999,80.59,82.44,1.157,0.815,1.147,12.332,4.163,0,0.0,0
MSC-BELLISSIMA,2026-06-09 13:27:10.520848,1827.4016179969885,1865.9941312097062,79.38,80.54,1.099,0.806,1.252,12.558,4.161,0,0.0,0
MSC-BELLISSIMA,2026-06-09 14:27:10.520848,1748.279079683937,1928.6056885222126,79.88,81.64,0.976,0.837,1.309,12.702,4.133,0,0.0,0
MSC-BELLISSIMA,2026-06-09 15:27:10.520848,1806.6876196513724,1854.0203325789523,83.05,86.57,0.785,1.594,1.801,12.917,4.216,0,0.0,0
MSC-BELLISSIMA,2026-06-09 16:27:10.520848,1805.0000979647134,1838.8429006670694,87.72,91.21,0.782,1.829,2.286,12.646,4.22,1,1.0,1
MSC-BELLISSIMA,2026-06-09 17:27:10.520848,1739.7512712646117,1878.4193663541616,92.71,94.33,0.75,1.958,2.112,12.74,4.158,1,1.0,1
MSC-BELLISSIMA,2026-06-09 18:27:10.520848,1776.5685161110557,1861.3910302864037,93.91,97.88,1.273,2.12,2.5,12.127,4.078,1,1.0,1
MSC-BELLISSIMA,2026-06-09 19:27:10.520848,1796.2721006910851,1838.7929072130898,95.94,99.06,1.173,2.345,2.583,12.189,4.084,1,1.0,1
MSC-BELLISSIMA,2026-06-09 20:27:10.520848,1794.5228585598409,1845.859408301751,78.22,79.6,0.715,0.749,0.877,12.512,4.178,0,0.0,0
MSC-BELLISSIMA,2026-06-09 21:27:10.520848,1805.4419244787819,1853.82225508838,79.23,82.36,0.709,0.804,1.175,12.594,4.387,0,0.0,0
MSC-BELLISSIMA,2026-06-09 22:27:10.520848,1821.3394265719103,1853.343494368017,77.83,79.72,1.092,0.777,1.135,11.951,4.198,0,0.0,0
MSC-BELLISSIMA,2026-06-09 23:27:10.520848,1789.37513485173,1880.1837756900206,77.61,79.78,1.224,0.767,1.124,12.742,4.132,0,0.0,0
MSC-BELLISSIMA,2026-06-10 00:27:10.520848,1804.0624950691881,1846.9662106246517,76.34,77.92,0.862,0.84,1.295,12.234,4.299,0,0.0,0
MSC-BELLISSIMA,2026-06-10 01:27:10.520848,1752.3176683334136,1861.5567317429259,77.77,80.35,1.152,0.832,1.048,12.486,4.253,0,0.0,0
MSC-BELLISSIMA,2026-06-10 02:27:10.520848,1783.4448207409232,1834.566759867297,78.89,82.48,1.907,0.819,1.273,12.322,4.042,0,0.0,0
MSC-BELLISSIMA,2026-06-10 03:27:10.520848,1853.7769839038801,1858.2903534133352,79.08,80.16,0.995,0.686,1.081,12.721,4.191,0,0.0,0
MSC-BELLISSIMA,2026-06-10 04:27:10.520848,1764.0440729550876,1796.9121865706404,77.37,78.57,0.979,0.819,1.095,12.312,4.194,0,0.0,0
MSC-BELLISSIMA,2026-06-10 05:27:10.520848,1811.0990032386871,1884.649134056143,77.16,79.96,1.007,0.831,1.088,12.547,4.36,0,0.0,0
MSC-BELLISSIMA,2026-06-10 06:27:10.520848,1798.1025416393277,1823.8434818273108,79.01,82.33,0.796,0.78,1.248,12.494,4.077,0,0.0,0
MSC-BELLISSIMA,2026-06-10 07:27:10.520848,1802.8314142677398,1915.3527301294216,78.91,80.53,1.012,0.874,1.282,12.684,4.264,0,0.0,0
MSC-BELLISSIMA,2026-06-10 08:27:10.520848,1830.7969780582928,1865.1491109129167,77.49,80.1,0.491,0.76,0.898,12.254,4.415,0,0.0,0
MSC-BELLISSIMA,2026-06-10 09:27:10.520848,1828.686815908014,1842.7473560703136,78.58,80.65,0.7,0.804,1.265,12.258,4.192,0,0.0,0
MSC-BELLISSIMA,2026-06-10 10:27:10.520848,1797.9916789691474,1827.2894890618668,78.0,80.31,1.295,0.767,0.969,12.638,4.165,0,0.0,0
MSC-BELLISSIMA,2026-06-10 11:27:10.520848,1788.3023081216597,1825.713536429366,78.03,80.53,1.191,0.75,1.047,12.442,4.159,0,0.0,0
MSC-BELLISSIMA,2026-06-10 12:27:10.520848,1797.7144974386486,1841.2293044759601,77.48,79.28,0.602,0.797,1.161,12.552,4.22,0,0.0,0
MSC-BELLISSIMA,2026-06-10 13:27:10.520848,1795.782640709923,1895.9627719467621,77.4,81.17,1.127,0.813,1.165,12.537,4.236,0,0.0,0
MSC-BELLISSIMA,2026-06-10 14:27:10.520848,1790.4302935632022,1870.9877372173544,78.43,79.98,0.72,0.7,1.035,12.449,4.11,0,0.0,0
MSC-BELLISSIMA,2026-06-10 15:27:10.520848,1805.160036358785,1873.0152117307312,78.46,80.63,1.166,0.882,0.985,11.98,4.11,0,0.0,0
MSC-BELLISSIMA,2026-06-10 16:27:10.520848,1817.9625093001027,1861.6893530601858,78.01,81.18,0.745,0.913,1.408,12.403,4.118,0,0.0,0
MSC-BELLISSIMA,2026-06-10 17:27:10.520848,1787.6775465653077,1828.8366928867952,77.95,79.61,1.167,0.852,0.997,12.499,4.156,0,0.0,0
MSC-BELLISSIMA,2026-06-10 18:27:10.520848,1768.5101136276776,1835.0171086508751,78.79,80.06,1.548,0.795,1.16,12.587,4.167,0,0.0,0
MSC-BELLISSIMA,2026-06-10 19:27:10.520848,1770.3926748129431,1855.0924060048292,77.69,81.26,0.416,0.744,1.029,12.257,4.149,0,0.0,0
MSC-BELLISSIMA,2026-06-10 20:27:10.520848,1808.5551696014509,1888.7931537389566,76.14,79.42,1.262,0.769,1.194,12.308,4.237,0,0.0,0
MSC-BELLISSIMA,2026-06-10 21:27:10.520848,1784.8894060756668,1833.197446803057,82.41,85.72,0.866,0.958,1.079,12.604,4.358,0,0.0,0
MSC-BELLISSIMA,2026-06-10 22:27:10.520848,1796.9181781743418,1896.6773488179108,83.76,87.73,0.56,1.244,1.401,12.571,4.202,0,0.0,0
MSC-BELLISSIMA,2026-06-10 23:27:10.520848,1804.2329434656465,1866.4085722871064,83.24,86.47,0.577,1.519,1.887,12.409,4.194,0,0.0,0
MSC-BELLISSIMA,2026-06-11 00:27:10.520848,1764.3515545822336,1833.772159963542,87.66,90.03,0.92,1.746,2.121,12.143,4.191,1,1.0,1
MSC-BELLISSIMA,2026-06-11 01:27:10.520848,1793.4157972051457,1857.8773703247855,90.61,93.94,1.372,1.877,2.335,12.413,4.246,1,1.0,1
MSC-BELLISSIMA,2026-06-11 02:27:10.520848,1752.3255913448884,1764.6299105753928,94.07,96.93,1.049,2.141,2.543,12.539,4.343,1,1.0,1
MSC-BELLISSIMA,2026-06-11 03:27:10.520848,1800.424194401356,1849.1615097433894,94.96,97.29,1.151,2.41,2.785,12.651,4.119,1,1.0,1
MSC-BELLISSIMA,2026-06-11 04:27:10.520848,1782.2643785868217,1852.5082756248653,79.58,81.27,1.185,0.851,0.966,12.388,4.081,0,0.0,0
MSC-BELLISSIMA,2026-06-11 05:27:10.520848,1814.3940355047591,1887.4102126087605,78.79,82.21,0.788,0.852,1.016,12.676,3.944,0,0.0,0
MSC-BELLISSIMA,2026-06-11 06:27:10.520848,1780.5681187292512,1852.0951321104906,78.99,81.92,1.395,0.72,0.9,12.865,4.124,0,0.0,0
MSC-BELLISSIMA,2026-06-11 07:27:10.520848,1861.6480048344442,1859.3924478961142,78.56,79.61,0.816,0.892,1.191,12.703,4.338,0,0.0,0
MSC-BELLISSIMA,2026-06-11 08:27:10.520848,1768.937531924905,1899.509907112951,79.15,80.36,1.018,0.776,1.251,12.305,4.162,0,0.0,0
MSC-BELLISSIMA,2026-06-11 09:27:10.520848,1769.2870460780266,1832.5667977615913,79.54,83.14,1.136,0.806,1.221,12.521,4.214,0,0.0,0
MSC-BELLISSIMA,2026-06-11 10:27:10.520848,1811.543887696398,1907.7470685073988,79.36,82.49,1.13,0.819,0.975,12.681,4.16,0,0.0,0
MSC-BELLISSIMA,2026-06-11 11:27:10.520848,1824.0057981499353,1921.3447943054423,79.29,82.34,1.058,0.871,1.349,12.837,4.222,0,0.0,0
MSC-BELLISSIMA,2026-06-11 12:27:10.520848,1820.844482182096,1820.5397282332656,79.85,83.13,0.191,0.741,0.853,13.129,4.159,0,0.0,0
MSC-BELLISSIMA,2026-06-11 13:27:10.520848,1798.7582251893018,1845.6964430314185,76.24,78.33,0.769,0.792,1.161,12.346,4.23,0,0.0,0
MSC-BELLISSIMA,2026-06-11 14:27:10.520848,1796.5462559289188,1859.239316683302,79.94,82.68,1.099,0.737,1.178,12.519,4.01,0,0.0,0
MSC-BELLISSIMA,2026-06-11 15:27:10.520848,1781.037902436289,1838.4551255450708,77.63,80.77,0.803,0.811,1.225,12.185,4.378,0,0.0,0
MSC-BELLISSIMA,2026-06-11 16:27:10.520848,1811.381985907578,1884.1588299513915,76.95,78.94,1.241,0.771,0.955,12.386,4.092,0,0.0,0
MSC-BELLISSIMA,2026-06-11 17:27:10.520848,1814.2315320148784,1903.247141924272,76.71,80.42,0.822,0.72,1.022,12.26,4.203,0,0.0,0
MSC-BELLISSIMA,2026-06-11 18:27:10.520848,1832.0710489243352,1853.1570310329366,77.01,80.91,0.878,0.867,1.072,13.051,4.126,0,0.0,0
MSC-BELLISSIMA,2026-06-11 19:27:10.520848,1788.0398858834053,1854.4698176542365,80.6,83.31,0.712,0.698,0.961,12.717,4.068,0,0.0,0
MSC-BELLISSIMA,2026-06-11 20:27:10.520848,1817.4570679556707,1863.264744376777,78.18,80.39,1.489,0.877,1.223,12.913,4.23,0,0.0,0
MSC-BELLISSIMA,2026-06-11 21:27:10.520848,1788.4352712067032,1811.382285841848,79.04,80.09,1.231,0.741,0.955,12.588,4.174,0,0.0,0
MSC-BELLISSIMA,2026-06-11 22:27:10.520848,1797.1290147600846,1858.966799374843,78.1,80.33,0.902,0.828,1.085,12.289,4.368,0,0.0,0
MSC-BELLISSIMA,2026-06-11 23:27:10.520848,1826.5272788116242,1807.630869504291,76.96,78.4,0.866,0.763,1.177,12.573,4.483,0,0.0,0
MSC-BELLISSIMA,2026-06-12 00:27:10.520848,1812.9067890629979,1860.7116901652212,78.57,82.53,0.754,0.735,1.045,12.447,4.129,0,0.0,0
MSC-BELLISSIMA,2026-06-12 01:27:10.520848,1791.3892121887322,1921.6274709845497,77.64,81.44,0.775,0.785,1.156,12.267,4.289,0,0.0,0
MSC-BELLISSIMA,2026-06-12 02:27:10.520848,1764.9306186693138,1821.383372287263,77.19,80.36,0.88,0.845,1.061,12.229,4.21,0,0.0,0
MSC-BELLISSIMA,2026-06-12 03:27:10.520848,1820.7820798161442,1882.6147477895208,76.48,80.17,1.035,0.76,1.181,12.589,4.122,0,0.0,0
MSC-BELLISSIMA,2026-06-12 04:27:10.520848,1787.796589434922,1851.5256490669403,77.32,80.58,1.081,0.785,1.234,12.911,4.181,0,0.0,0
MSC-BELLISSIMA,2026-06-12 05:27:10.520848,1811.8948012630453,1800.8445944301586,79.68,80.8,1.395,0.768,1.023,12.601,4.105,0,0.0,0
MSC-BELLISSIMA,2026-06-12 06:27:10.520848,1800.289193882324,1889.658451792436,78.96,80.53,0.981,0.809,0.919,12.535,4.139,0,0.0,0
MSC-BELLISSIMA,2026-06-12 07:27:10.520848,1869.2367984987168,1820.9654756467608,79.56,81.76,1.322,0.793,1.145,12.459,4.124,0,0.0,0
MSC-BELLISSIMA,2026-06-12 08:27:10.520848,1740.3497046323105,1826.5581155447376,77.34,80.9,1.178,0.855,1.316,12.739,4.44,0,0.0,0
MSC-BELLISSIMA,2026-06-12 09:27:10.520848,1843.1054539346917,1838.9994186497272,76.1,77.47,0.968,0.777,1.264,12.738,4.216,0,0.0,0
MSC-BELLISSIMA,2026-06-12 10:27:10.520848,1791.6643849029583,1884.1087541534237,78.19,79.27,0.642,0.772,0.908,12.707,4.039,0,0.0,0
MSC-BELLISSIMA,2026-06-12 11:27:10.520848,1823.8237498472026,1846.345128222613,76.31,80.07,1.12,0.765,1.034,12.704,4.272,0,0.0,0
MSC-BELLISSIMA,2026-06-12 12:27:10.520848,1775.7483385758626,1845.999875004489,78.52,80.09,0.974,0.832,1.09,13.119,4.131,0,0.0,0
MSC-BELLISSIMA,2026-06-12 13:27:10.520848,1809.2300927363353,1870.1261740285386,77.82,81.29,1.134,0.74,0.996,12.031,4.333,0,0.0,0
MSC-BELLISSIMA,2026-06-12 14:27:10.520848,1806.2716620870929,1847.6445698610712,78.38,80.57,0.904,0.83,0.93,12.713,4.206,0,0.0,0
MSC-BELLISSIMA,2026-06-12 15:27:10.520848,1781.695758971859,1889.2875365761606,77.7,78.89,0.825,0.939,1.128,12.76,4.391,0,0.0,0
MSC-BELLISSIMA,2026-06-12 16:27:10.520848,1803.7176428401476,1869.4503900880284,78.51,81.53,0.597,0.82,0.964,12.443,4.075,0,0.0,0
MSC-BELLISSIMA,2026-06-12 17:27:10.520848,1853.0420879092533,1935.9299089837014,78.7,80.56,0.568,0.874,1.334,12.355,4.144,0,0.0,0
MSC-BELLISSIMA,2026-06-12 18:27:10.520848,1819.3322852534045,1846.5755538006538,80.8,81.86,1.029,0.81,0.931,12.458,4.181,0,0.0,0
MSC-BELLISSIMA,2026-06-12 19:27:10.520848,1830.5877196966842,1841.7216049840663,77.56,80.2,1.431,0.74,1.161,12.846,4.21,0,0.0,0
MSC-BELLISSIMA,2026-06-12 20:27:10.520848,1792.3965021245847,1894.4572673981877,78.56,80.74,1.4,0.795,0.913,12.086,4.219,0,0.0,0
MSC-BELLISSIMA,2026-06-12 21:27:10.520848,1785.589878918962,1847.3641998472888,78.1,81.36,0.867,0.813,1.107,12.502,4.127,0,0.0,0
MSC-BELLISSIMA,2026-06-12 22:27:10.520848,1820.1263872370266,1851.1264658578511,77.35,78.5,0.873,0.846,1.341,12.379,4.176,0,0.0,0
MSC-BELLISSIMA,2026-06-12 23:27:10.520848,1791.3664506296705,1847.597043479026,77.98,81.74,1.134,0.857,1.313,12.414,4.104,0,0.0,0
MSC-BELLISSIMA,2026-06-13 00:27:10.520848,1778.0704102964144,1867.8918348520722,77.95,79.44,1.424,0.85,1.283,11.943,4.104,0,0.0,0
MSC-BELLISSIMA,2026-06-13 01:27:10.520848,1844.5598413196678,1901.647537082797,78.31,81.73,1.192,0.85,1.241,12.795,4.052,0,0.0,0
MSC-BELLISSIMA,2026-06-13 02:27:10.520848,1813.131984754923,1814.1928957722898,76.77,80.07,1.224,0.848,1.079,12.071,4.15,0,0.0,0
MSC-BELLISSIMA,2026-06-13 03:27:10.520848,1778.5895506819138,1826.7476894880135,77.68,78.91,0.791,0.814,1.178,12.629,4.233,0,0.0,0
MSC-BELLISSIMA,2026-06-13 04:27:10.520848,1792.5041086828105,1783.2075135282366,80.26,81.97,0.505,0.745,1.111,12.326,4.233,0,0.0,0
MSC-BELLISSIMA,2026-06-13 05:27:10.520848,1799.426123401927,1788.2238605631621,79.32,83.07,0.864,0.795,1.148,12.726,4.099,0,0.0,0
MSC-BELLISSIMA,2026-06-13 06:27:10.520848,1794.4392963896016,1820.4298047798375,76.57,80.47,1.184,0.704,1.186,12.564,4.014,0,0.0,0
MSC-BELLISSIMA,2026-06-13 07:27:10.520848,1800.2393502368957,1843.25489979247,77.47,79.03,0.931,0.839,1.332,12.303,4.148,0,0.0,0
MSC-BELLISSIMA,2026-06-13 08:27:10.520848,1812.3010629517253,1856.0129511394443,77.86,80.28,0.453,0.78,1.131,12.29,4.205,0,0.0,0
MSC-BELLISSIMA,2026-06-13 09:27:10.520848,1791.557262595046,1848.318323540135,78.0,80.61,0.393,0.846,0.977,13.377,4.398,0,0.0,0
MSC-BELLISSIMA,2026-06-13 10:27:10.520848,1834.0078588409433,1837.7983807123144,76.82,80.44,0.837,0.865,1.289,12.195,4.159,0,0.0,0
MSC-BELLISSIMA,2026-06-13 11:27:10.520848,1802.2155703176468,1890.729074166169,79.09,81.04,1.092,0.733,0.971,12.353,4.356,0,0.0,0
